ID,Player Name,Drafting Team,NBA profile,College / High School,Draft Year,Pick N°,Position,Nationality,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive selections,Finals MVP Awards,Hall of Fame Inductee,Height,Weight,League before Draft,Reason no stats
1385,Kebu Stewart,Philadelphia 76ers,/stats/player/1529/,Cal State-Bakersfield,1997,35,| Forward,USA,"Dec 19, 1973",15,0,7.3,2.7,0.8,1.7,46.2,0.0,0.0,0.0,1.1,1.7,64.0,2.1,0.1,0.3,0.1,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,21.5,57.3,00.0,71.2,13.4,0.5,1.0,1.0,NaN,0,0,0,0,0,(2.03m),(108kg),College,
1386,James Collins,Philadelphia 76ers,/stats/player/1530/,Florida State,1997,36,| Guard,USA,"Nov 05, 1973",23,0,4.5,2.6,0.9,2.4,38.2,0.4,0.9,45.0,0.3,0.6,57.1,0.6,0.1,0.3,0.1,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,16.6,45.8,36.9,67.0,5.1,2.8,1.8,0.5,NaN,0,0,0,0,0,(1.93m),(88kg),College,
1387,Marc Jackson,Golden State Warriors,/stats/player/1531/,Temple,1997,37,| Forward,USA,"Jan 16, 1975",387,106,19.6,8.4,3.1,6.9,44.6,0.0,0.1,22.6,2.2,2.7,81.4,4.3,0.8,0.4,0.3,1.2,12,14.6,5.6,1.8,4.3,42.3,0.0,0.1,0.0,1.9,2.5,76.7,3.4,0.7,0.3,0.3,1.3,0,31,NaN,16.1,47.8,33.3,76.7,9.0,1.2,0.9,0.7,NaN,0,0,0,0,0,(2.08m),(123kg),College,
1388,Jerald Honeycutt,Milwaukee Bucks,/stats/player/1532/,Tulane,1997,38,| Forward-Guard,USA,"Oct 20, 1974",54,0,11.7,5.1,1.8,4.7,39.1,0.6,1.7,36.2,0.8,1.3,63.2,1.9,0.7,0.5,0.1,1.1,6,2.0,0.3,0.2,0.8,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0,31,NaN,19.9,43.2,33.3,70.8,6.5,4.2,2.4,1.5,NaN,0,0,0,0,0,(2.06m),(111kg),College,
1389,Anthony Johnson,Sacramento Kings,/stats/player/1533/,College of Charleston,1997,39,| Guard,USA,"Oct 02, 1974",793,249,19.6,5.6,2.2,5.2,41.4,0.4,1.2,35.6,0.9,1.2,74.5,1.7,2.9,0.7,0.1,1.1,100,15.7,4.8,1.8,4.3,40.4,0.4,1.1,32.1,1.0,1.4,72.1,1.6,2.2,0.5,0.1,0.8,0,32,NaN,13.9,50.5,40.5,79.4,3.6,7.2,1.6,0.3,NaN,0,0,0,0,0,(1.90m),(86kg),College,
1390,Eddie Elisma,Seattle SuperSonics,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1866:eddie-elisma&catid=39&Itemid=342,Georgia Tech,1997,40,Power Forward,American,4/9/1975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,9.7,51.0,25.0,72.2,8.2,0.9,1.0,2.0,NaN,0,0,0,0,0,(2.06m),(97kg),College,
1391,Jason Lawson,Denver Nuggets,/stats/player/1535/,Villanova,1997,41,| Center,USA,"Sep 02, 1974",17,0,4.7,1.5,0.5,0.9,60.0,0.0,0.0,0.0,0.5,0.6,80.0,1.6,0.3,0.2,0.2,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,34,NaN,12.4,60.4,00.0,75.1,7.6,1.5,1.1,3.1,NaN,0,0,0,0,0,(2.11m),(109kg),College,
1392,Stephen Jackson,Phoenix Suns,/stats/player/1536/,Butler Community College,1997,42,Small Forward/Shooting Guard,USA,"Apr 05, 1978",858,676,31.9,15.1,5.4,13.0,41.4,1.5,4.4,33.3,2.9,3.7,79.8,3.9,3.1,1.3,0.4,2.5,72,33.6,13.9,4.6,11.4,40.4,1.7,4.7,35.5,3.1,3.8,81.6,3.7,2.7,1.4,0.4,2.7,0,Did Not Play Academically Ineligible,NaN,16.9,55.3,N/A,72.3,6.6,6.3,N/A,N/A,NaN,0,0,0,0,0,(2.03m),(99kg),College,
1393,Gordon Malone,Minnesota Timberwolves,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1863:gordon-malone&catid=39&Itemid=342,West Virginia,1997,43,Power Forward,American,7/17/1974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,12.7,56.3,31.3,52.1,8.6,0.9,1.0,1.1,NaN,0,0,0,0,0,(2.11m),(98kg),College,
1394,Cedric Henderson,Cleveland Cavaliers,/stats/player/1538/,Memphis,1997,44,| Forward,USA,"Mar 11, 1975",260,136,23.8,7.3,3.0,6.9,43.6,0.0,0.2,14.0,1.2,1.7,71.5,2.9,1.6,0.9,0.4,1.5,4,39.3,7.5,2.8,7.0,39.3,0.0,0.3,0.0,2.0,3.3,61.5,4.3,2.8,1.5,0.0,3.3,0,31,NaN,16.0,41.6,26.3,68.9,6.5,1.4,1.9,1.0,NaN,0,0,0,0,0,(2.00m),(98kg),College,
1395,God Shammgod,Washington Wizards,/stats/player/1539/,Providence,1997,45,| Guard,USA,"Apr 29, 1976",20,0,7.3,3.1,1.0,2.9,32.8,0.0,0.1,0.0,1.2,1.5,76.7,0.4,1.8,0.4,0.1,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,36,NaN,10.8,44.1,20.8,66.5,2.3,6.6,2.4,0.1,NaN,0,0,0,0,0,(1.83m),(76kg),College,
1396,Eric Washington,Orlando Magic,/stats/player/1540/,Alabama,1997,46,| Forward-Guard,USA,"Mar 24, 1974",104,42,22.1,6.9,2.6,6.6,40.2,0.8,2.3,34.6,0.8,1.1,75.7,2.1,1.0,0.8,0.4,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,16.1,42.9,37.7,77.3,6.3,1.2,1.5,0.8,NaN,0,0,0,0,0,(1.93m),(86kg),College,
1397,Alvin Williams,Portland Trail Blazers,/stats/player/1541/,Villanova,1997,47,Point Guard,USA,"Aug 06, 1974",460,334,27.4,9.0,3.6,8.6,42.1,0.5,1.4,31.3,1.4,1.8,76.0,2.5,4.1,1.2,0.2,1.4,18,38.0,12.5,5.2,13.1,39.6,0.7,2.3,31.0,1.4,2.0,72.2,3.3,4.3,1.2,0.6,1.3,0,34,NaN,17.1,48.1,36.8,74.2,5.0,3.8,1.8,0.4,NaN,0,0,0,0,0,(1.96m),(84kg),College,
1398,Predrag Drobnjak,Washington Wizards,/stats/player/1542/,KK Partizan (Serbia),1997,48,| Center,Serbia,"Oct 27, 1975",278,96,19.9,7.9,3.2,7.6,42.5,0.2,0.7,34.0,1.1,1.4,79.9,3.5,0.8,0.5,0.4,0.9,3,12.6,3.3,1.3,4.0,33.3,0.0,0.0,0.0,0.7,1.3,50.0,2.7,0.7,0.3,0.0,0.3,0,25,NaN,12.6,64.6,---,74.1,6.0,0.6,0.7,0.7,NaN,0,0,0,0,0,(2.11m),(123kg),International League,
1399,Alain Digbeau,Atlanta Hawks,No NBA profile,ASVEL Basket (France),1997,49,Pos Missing,Nationality unknown,Birthdate unknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
1400,Chris Crawford,Atlanta Hawks,/stats/player/1544/,Marquette,1997,50,| Forward,USA,"May 13, 1975",252,92,15.8,6.6,2.4,5.5,43.7,0.3,0.8,34.7,1.5,1.8,82.4,2.2,0.6,0.4,0.3,0.9,7,18.4,8.7,2.3,6.9,33.3,0.6,2.0,28.6,3.6,4.0,89.3,3.0,0.7,0.1,0.3,1.1,0,31,NaN,14.9,46.9,38.4,76.9,5.3,1.5,1.1,0.7,NaN,0,0,0,0,0,(2.06m),(107kg),College,
1401,Michael Olowokandi,Los Angeles Clippers,/stats/player/1709/,Pacific,1998,1,| Center,Nigeria,"Apr 03, 1975",500,393,26.3,8.3,3.6,8.2,43.5,0.0,0.0,0.0,1.1,1.9,59.7,6.8,0.7,0.5,1.4,1.8,15,15.0,2.1,0.8,2.5,32.4,0.0,0.1,0.0,0.5,0.5,87.5,3.5,0.1,0.1,0.7,1.1,0,33,NaN,22.2,60.9,---,48.5,11.2,0.8,0.3,2.9,NaN,0,0,0,0,0,(2.13m),(122kg),College,
1402,Mike Bibby,Vancouver Grizzlies,/stats/player/1710/,Arizona,1998,2,| Guard,USA,"May 13, 1978",1001,950,33.9,14.7,5.4,12.4,43.6,1.5,4.0,37.9,2.4,2.9,80.2,3.1,5.5,1.2,0.1,2.1,105,33.2,12.6,4.4,10.9,40.8,1.4,3.7,37.1,2.4,2.9,81.5,3.1,4.0,1.1,0.2,1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,(1.85m),(88kg),College,
1403,Raef LaFrentz,Denver Nuggets,/stats/player/1711/,Kansas,1998,3,| Center-Forward,USA,"May 29, 1976",563,438,25.8,10.1,4.0,8.5,46.6,0.8,2.3,36.3,1.3,1.9,71.1,6.1,1.1,0.5,1.6,0.9,35,26.4,8.5,3.5,7.9,44.6,0.6,2.1,29.7,0.9,1.1,75.0,5.2,0.5,0.5,2.2,0.8,0,30,NaN,19.8,54.8,47.1,73.8,11.4,1.0,0.9,1.5,NaN,0,0,0,0,0,(2.13m),(108kg),College,
1404,Antawn Jamison,Toronto Raptors,/stats/player/1712/,North Carolina,1998,4,Power Forward/Small Forward,USA,"Jun 12, 1976",1083,864,34.8,18.5,7.1,15.7,45.1,1.1,3.1,34.6,3.3,4.5,72.4,7.5,1.6,1.0,0.4,1.6,46,34.9,17.2,6.6,14.7,44.8,1.3,3.8,34.1,2.7,3.8,70.6,7.2,1.3,0.8,0.7,1.5,2,37,NaN,22.2,57.9,40.0,66.7,10.5,0.8,0.8,0.8,NaN,0,0,0,0,0,(2.03m),(104kg),College,
1405,Vince Carter,Golden State Warriors,/stats/player/1713/,North Carolina,1998,5,| Guard-Forward,USA,"Jan 26, 1977",1541,982,30.1,16.7,6.0,13.8,43.5,1.5,4.0,37.1,3.1,3.9,79.8,4.3,3.1,1.0,0.6,1.7,88,34.5,18.1,6.3,15.2,41.6,1.4,4.0,33.8,4.1,5.1,79.6,5.4,3.4,1.1,0.5,1.9,7,38,31.2,15.6,59.1,41.1,68.0,5.1,1.9,1.2,0.9,1.1,2 All-NBA,0,0,0,0,(2.00m),(90kg),College,
1406,Robert Traylor,Dallas Mavericks,/stats/player/1714/,Michigan,1998,6,| Forward-Center,USA,"Feb 01, 1977",438,73,14.3,4.8,1.9,4.1,47.4,0.0,0.1,16.7,0.9,1.6,57.7,3.7,0.7,0.6,0.7,0.9,22,11.2,3.0,1.3,2.8,45.9,0.0,0.0,0.0,0.4,0.8,52.9,3.2,0.5,0.5,0.6,0.7,0,34,NaN,16.2,57.9,00.0,64.2,10.1,2.6,1.3,1.4,NaN,0,0,0,0,0,(2.03m),(131kg),College,
1407,Jason Williams,Sacramento Kings,/stats/player/1715/,Florida,1998,7,Point Guard,USA,"Nov 18, 1975",788,667,29.4,10.5,3.9,9.8,39.8,1.6,4.8,32.7,1.1,1.4,81.3,2.3,5.9,1.2,0.1,2.1,67,25.9,8.3,3.0,7.5,39.3,1.2,3.9,30.9,1.2,1.3,88.9,1.9,3.3,0.8,0.0,1.5,0,20,NaN,17.1,44.1,40.3,84.0,3.0,6.7,2.7,0.2,NaN,0,0,0,0,0,(1.85m),(86kg),College,
1408,Larry Hughes,Philadelphia 76ers,/stats/player/1716/,Saint Louis,1998,8,Shooting Guard/Point Guard,USA,"Jan 23, 1979",727,509,30.8,14.1,5.1,12.7,40.6,0.7,2.3,30.9,3.1,4.1,75.7,4.2,3.1,1.5,0.4,2.1,49,33.3,12.6,4.3,12.0,36.1,0.7,2.5,28.7,3.2,4.1,78.2,4.5,2.8,1.6,0.5,2.0,0,32,NaN,20.9,41.5,29.0,69.2,5.1,2.4,2.2,0.4,NaN,1 All-Defensive Team,0,0,0,0,(1.96m),(83kg),College,
1409,Dirk Nowitzki,Milwaukee Bucks,/stats/player/1717/,DJK Wurzburg (Germany),1998,9,| Forward,Germany,"Jun 19, 1978",1522,1460,33.8,20.7,7.3,15.6,47.1,1.3,3.4,38.0,4.8,5.4,87.9,7.5,2.4,0.8,0.8,1.6,145,40.6,25.3,8.4,18.2,46.2,1.0,2.8,36.5,7.4,8.3,89.2,10.0,2.5,1.0,0.9,2.3,14,20,NaN,28.2,56.1,33.9,76.3,9.9,2.0,1.6,2.1,NaN,12 All-NBA,1 NBA Finals Most Valuable Player,1 NBA Most Valuable Player,0,0,(2.11m),(111kg),International League,
1410,Paul Pierce,Boston Celtics,/stats/player/1718/,Kansas,1998,10,| Forward,USA,"Oct 13, 1977",1343,1285,34.2,19.7,6.5,14.5,44.5,1.6,4.3,36.8,5.2,6.4,80.6,5.6,3.5,1.3,0.6,2.6,170,36.7,18.7,6.0,14.2,42.3,1.6,4.6,35.5,5.1,6.1,83.0,5.8,3.4,1.2,0.6,2.8,10,38,30.4,20.4,51.3,33.9,73.8,6.7,2.6,1.1,1.1,2.9,4 All-NBA,1 NBA Finals Most Valuable Player,0,0,0,(1.98m),(104kg),College,
1411,Bonzi Wells,Detroit Pistons,/stats/player/1719/,Ball State,1998,11,| Guard-Forward,USA,"Sep 28, 1976",591,275,25.6,12.1,4.8,10.3,46.0,0.4,1.2,32.7,2.2,3.1,69.7,4.6,2.1,1.3,0.3,2.1,48,22.9,10.8,4.1,9.1,45.5,0.3,1.2,27.6,2.2,3.4,66.0,4.5,1.6,0.9,0.2,1.7,0,29,NaN,22.8,49.0,37.3,68.9,6.3,3.3,3.6,0.7,NaN,0,0,0,0,0,(2.13m),(96kg),College,
1412,Michael Doleac,Orlando Magic,/stats/player/1720/,Utah,1998,12,| Center,USA,"Jun 15, 1977",587,84,15.0,4.9,2.1,4.8,43.9,0.0,0.0,12.5,0.7,0.8,79.1,3.3,0.6,0.3,0.4,0.6,31,9.1,2.3,1.0,2.4,41.1,0.0,0.0,0.0,0.4,0.4,84.6,2.2,0.1,0.2,0.1,0.4,0,32,NaN,16.1,48.8,40.6,80.5,7.1,0.5,0.4,1.0,NaN,0,0,0,0,0,(2.11m),(118kg),College,
1413,Keon Clark,Orlando Magic,/stats/player/1721/,Nevada-Las Vegas,1998,13,| Center-Forward,USA,"Apr 16, 1975",353,65,22.6,8.2,3.3,6.7,50.0,0.0,0.1,5.3,1.5,2.3,64.5,5.9,0.9,0.5,1.6,1.3,28,16.0,5.6,2.0,4.3,47.9,0.0,0.0,0.0,1.5,2.0,75.4,3.8,0.6,0.3,0.7,1.1,0,10,NaN,14.8,54.8,50.0,66.7,8.6,1.9,0.2,2.6,NaN,0,0,0,0,0,(2.11m),(100kg),College,
1414,Michael Dickerson,Houston Rockets,/stats/player/1722/,Arizona,1998,14,| Guard,USA,"Jun 25, 1975",212,206,35.3,15.4,5.8,13.3,43.2,1.4,3.4,40.2,2.5,3.2,78.4,2.9,2.6,1.0,0.4,1.9,4,20.5,4.3,1.5,5.5,27.3,0.8,2.0,37.5,0.5,1.0,50.0,1.0,0.8,0.5,0.8,0.5,0,35,NaN,18.0,51.0,40.4,75.8,4.5,1.8,1.1,0.2,NaN,0,0,0,0,0,(1.90m),(86kg),College,
1415,Matt Harpring,Orlando Magic,/stats/player/1723/,Georgia Tech,1998,15,| Forward,USA,"May 31, 1976",665,349,26.4,11.5,4.4,9.1,48.1,0.2,0.7,33.3,2.5,3.4,75.3,5.1,1.4,0.7,0.2,1.5,48,21.8,8.7,3.4,7.4,45.9,0.1,0.4,15.0,1.9,2.5,76.7,4.1,1.1,0.6,0.2,1.1,0,32,NaN,21.6,45.6,31.0,81.0,9.4,2.6,1.4,0.2,NaN,0,0,0,0,0,(2.00m),(104kg),College,
1416,Bryce Drew,Houston Rockets,/stats/player/1724/,Valparaiso,1998,16,Point Guard,USA,"Sep 21, 1974",243,46,16.3,4.4,1.7,4.5,38.2,0.6,1.7,37.1,0.4,0.5,83.0,1.2,2.2,0.5,0.0,0.9,3,2.8,1.3,0.7,0.7,100,0.0,0.0,0.0,0.0,0.7,0.0,1.0,1.3,0.0,0.0,0.0,0,31,NaN,19.8,45.0,43.3,79.2,4.2,5.0,1.7,0.1,NaN,0,0,0,0,0,(1.88m),(85kg),College,
1417,Rasho Nesterovic,Minnesota Timberwolves,/stats/player/1725/,Virtus Pallacanestro Bologna (Italy),1998,17,| Center,Slovenia,"May 30, 1976",811,595,22.2,6.8,3.2,6.3,50.2,0.0,0.0,7.7,0.5,0.8,58.5,5.1,1.0,0.4,1.2,0.9,64,17.2,4.0,1.8,3.9,46.8,0.0,0.0,50.0,0.3,0.6,50.0,3.6,0.6,0.2,0.6,0.6,0,26,NaN,7.0,67.7,00.0,43.3,5.3,0.1,1.4,1.4,NaN,0,0,0,0,0,(2.12m),(109kg),International League,
1418,Mirsad Turkcan,Houston Rockets,/stats/player/1726/,Anadolu Efes S.K. (Turkey),1998,18,| Forward,Turkey,"Jun 07, 1976",17,0,5.3,1.9,0.8,2.2,36.8,0.0,0.4,0.0,0.3,0.5,62.5,1.9,0.3,0.2,0.1,0.5,2,5.0,2.0,0.5,2.5,20.0,0.0,0.5,0.0,1.0,1.0,100,1.0,0.0,0.0,0.0,1.5,0,34,NaN,12.1,55.5,40.3,65.0,7.9,1.2,1.1,0.7,NaN,0,0,0,0,0,(2.05m),(111kg),International League,
1419,Pat Garrity,Milwaukee Bucks,/stats/player/1727/,Notre Dame,1998,19,| Forward,USA,"Aug 23, 1976",552,107,20.0,7.3,2.7,6.4,41.7,1.1,2.9,39.8,0.8,1.0,80.6,2.6,0.8,0.4,0.2,0.8,20,24.2,6.9,2.4,6.1,39.3,1.2,3.0,40.7,0.9,1.1,85.7,3.2,0.9,0.3,0.3,0.7,0,27,NaN,23.2,48.1,37.0,75.0,8.3,2.4,0.6,0.6,NaN,0,0,0,0,0,(2.06m),(108kg),College,
1420,Roshown McLeod,Atlanta Hawks,/stats/player/1728/,Duke,1998,20,Small Forward,USA,"Nov 17, 1975",113,45,18.8,7.2,3.0,7.3,40.9,0.0,0.4,11.1,1.2,1.5,81.9,2.7,1.1,0.4,0.1,1.2,6,8.2,4.3,1.8,3.5,52.4,0.0,0.0,0.0,0.7,0.7,100,0.5,0.2,0.2,0.2,0.2,0,36,NaN,15.3,49.4,41.1,70.6,5.6,1.4,1.2,0.7,NaN,0,0,0,0,0,(2.03m),(100kg),College,
1421,Ricky Davis,Charlotte Hornets,/stats/player/1729/,Iowa,1998,21,Small Forward/Shooting Guard,USA,"Sep 23, 1979",736,344,29.8,13.5,5.1,11.4,44.6,0.8,2.2,36.1,2.5,3.2,78.1,3.5,3.3,1.0,0.3,2.2,11,33.0,12.2,4.4,10.4,42.1,0.6,1.7,36.8,2.8,3.8,73.8,3.4,2.5,1.0,0.2,3.0,0,31,NaN,15.0,46.6,30.8,69.8,4.8,2.4,1.2,0.3,NaN,0,0,0,0,0,(1.98m),(88kg),College,
1422,Brian Skinner,Los Angeles Clippers,/stats/player/1730/,Baylor,1998,22,Power Forward,USA,"May 19, 1976",608,197,17.9,4.7,2.0,4.0,49.4,0.0,0.0,33.3,0.8,1.4,56.6,4.7,0.5,0.4,0.9,0.9,21,9.5,2.3,0.9,1.9,46.2,0.0,0.0,0.0,0.6,1.1,54.2,2.0,0.1,0.1,0.5,0.7,0,26,NaN,18.0,56.5,---,59.2,9.5,0.6,1.3,3.5,NaN,0,0,0,0,0,(2.06m),(115kg),College,
1423,Tyronn Lue,Denver Nuggets,/stats/player/1731/,Nebraska,1998,23,| Guard,USA,"May 03, 1977",554,173,22.7,8.5,3.2,7.3,43.7,0.8,2.1,39.1,1.3,1.6,82.9,1.7,3.1,0.5,0.0,1.2,21,8.1,2.3,0.9,2.3,38.8,0.3,0.8,37.5,0.2,0.2,80.0,0.6,0.8,0.7,0.0,0.6,0,32,NaN,21.2,43.9,37.3,82.8,4.3,4.8,2.0,0.1,NaN,0,0,0,0,0,(1.83m),(80kg),College,
1424,Felipe Lopez,San Antonio Spurs,/stats/player/1732/,St. John's (NY),1998,24,| Guard-Forward,Dominican Republic,"Dec 19, 1974",249,80,16.7,5.8,2.2,5.1,43.2,0.2,0.6,32.7,1.2,1.8,65.9,2.4,1.0,0.6,0.2,1.0,7,12.1,3.0,1.1,3.7,30.8,0.3,1.0,28.6,0.4,0.7,60.0,1.7,0.9,0.7,0.0,0.4,0,32,NaN,17.6,43.1,33.7,57.3,4.8,2.7,1.2,0.8,NaN,0,0,0,0,0,(1.96m),(90kg),College,
1425,Al Harrington,Indiana Pacers,/stats/player/1733/,Saint Patrick,1998,25,| Forward,USA,"Feb 17, 1980",981,445,28.5,13.5,5.1,11.5,44.4,1.0,2.8,35.2,2.2,3.1,72.7,5.6,1.7,0.9,0.3,1.9,55,20.5,7.3,2.7,7.2,37.4,0.6,1.8,31.7,1.3,2.2,60.5,4.2,0.7,0.8,0.4,1.1,0,30,NaN,21.9,55.0,N/A,66.0,15.7,3.4,2.3,2.1,NaN,0,0,0,0,0, (203m),(101kg),High School,
1426,Sam Jacobson,Los Angeles Lakers,/stats/player/1734/,Minnesota,1998,26,Shooting Guard,USA,"Jul 22, 1975",68,5,11.0,4.2,1.8,3.5,51.1,0.1,0.4,36.0,0.5,0.7,73.9,1.2,0.5,0.5,0.0,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,18.2,42.6,32.4,72.7,5.2,1.8,1.3,0.2,NaN,0,0,0,0,0,(1.93m),(99kg),College,
1427,Vladimir Stepania,Seattle SuperSonics,/stats/player/1735/,KK Olimpija (Slovenia),1998,27,| Center,Georgia,"May 08, 1976",270,19,13.8,4.1,1.7,4.0,42.5,0.0,0.1,13.3,0.8,1.4,53.6,4.4,0.3,0.4,0.5,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,7.8,59.7,37.3,82.0,4.3,0.9,1.1,0.9,NaN,0,0,0,0,0,(2.12m),(107kg),International League,
1428,Corey Benjamin,Chicago Bulls,/stats/player/1736/,Oregon State,1998,28,Shooting Guard,USA,"Feb 24, 1978",153,16,14.3,5.5,2.1,5.3,39.0,0.4,1.3,28.9,0.9,1.4,65.2,1.7,0.9,0.5,0.3,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,NaN,19.8,53.9,29.3,71.3,5.0,2.2,1.9,0.7,NaN,0,0,0,0,0,(1.98m),(92kg),College,
1429,Nazr Mohammed,Utah Jazz,/stats/player/1737/,Kentucky,1998,29,| Center,USA,"Sep 05, 1977",1005,354,15.8,5.8,2.4,4.9,48.6,0.0,0.0,0.0,1.0,1.6,64.0,4.7,0.4,0.4,0.6,0.9,88,13.1,4.2,1.7,3.3,51.4,0.0,0.0,66.7,0.8,1.2,63.9,3.5,0.2,0.3,0.6,0.6,0,39,21.0,12.0,59.7,---,65.2,7.2,0.7,0.9,1.9,1.5,0,0,0,0,0,(2.08m),(100kg),College,
1430,Ansu Sesay,Dallas Mavericks,/stats/player/1738/,Mississippi,1998,30,Small Forward,USA,"Jul 29, 1976",127,6,10.3,3.2,1.3,2.9,43.4,0.1,0.2,27.6,0.6,0.9,64.0,1.8,0.5,0.3,0.2,0.5,4,14.8,1.8,0.8,2.0,37.5,0.0,0.0,0.0,0.3,0.3,100,3.5,1.0,0.0,1.0,0.5,0,29,NaN,18.6,45.6,35.0,72.7,7.6,2.8,1.2,0.9,NaN,0,0,0,0,0,(2.03m),(101kg),College,
1431,Ruben Patterson,Los Angeles Lakers,/stats/player/1739/,Cincinnati,1998,31,Small Forward,USA,"Jul 31, 1975",649,245,24.6,10.7,4.1,8.0,51.7,0.1,0.3,17.9,2.4,3.8,64.1,4.2,1.8,1.2,0.4,1.8,22,16.7,6.7,2.4,5.0,47.7,0.0,0.3,0.0,1.9,2.6,71.9,2.5,0.8,0.5,0.2,1.1,0,19,NaN,16.5,47.2,26.9,61.1,6.3,2.2,1.2,0.6,NaN,0,0,0,0,0,(1.96m),(101kg),College,
1432,Rashard Lewis,Seattle SuperSonics,/stats/player/1740/,Elsik,1998,32,| Forward,USA,"Aug 08, 1979",1049,842,32.0,14.9,5.4,11.9,45.2,1.7,4.4,38.6,2.4,3.0,80.5,5.2,1.7,1.1,0.5,1.5,93,30.4,12.8,4.5,10.3,43.6,1.5,4.2,35.6,2.4,2.9,81.8,4.7,1.8,0.7,0.5,1.5,2,37,NaN,28.2,64.3,39.0,74.8,12.4,4.0,4.3,5.2,NaN,0,0,0,0,0, (208m),(100kg),High School,
1433,Jelani McCoy,Seattle SuperSonics,/stats/player/1741/,California-Los Angeles,1998,33,Power Forward/Center,USA,"Dec 06, 1977",260,72,14.7,4.6,2.0,3.6,53.9,0.0,0.0,0.0,0.7,1.4,49.0,3.5,0.5,0.3,0.7,0.9,3,8.7,1.3,0.7,1.7,40.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.7,0.0,0.0,0.7,0,15,NaN,9.9,60.0,---,46.2,7.1,0.9,0.5,1.7,NaN,0,0,0,0,0,(2.08m),(111kg),College,
1434,Shammond Williams,Chicago Bulls,/stats/player/1742/,North Carolina,1998,34,| Guard,USA,"Apr 05, 1975",325,28,15.7,5.8,2.1,5.2,40.1,0.8,2.2,36.6,0.9,1.1,79.8,1.6,2.4,0.6,0.0,1.0,15,15.7,6.1,2.3,4.8,47.2,0.7,1.6,45.8,0.9,1.2,72.2,1.2,2.1,0.7,0.1,1.1,0,38,NaN,16.7,48.8,40.0,90.4,3.2,4.2,1.0,0.1,NaN,0,0,0,0,0,(1.85m),(91kg),College,
